text,label
Compute 194 minus one hundred and ninety one,3
Compute 4080 divided by five hundred and ten,8
Compute 292 minus two hundred and ninety two,0
Compute three hundred and two minus 293,9
Compute 134 minus one hundred and twenty eight,6
Compute four hundred and sixty six divided by 466,1
Compute 879 minus eight hundred and seventy four,5
Compute 525 minus five hundred and twenty,5
Compute eight hundred and seventy eight minus 873,5
Compute two thousand and eighty divided by 260,8
Compute sixty five divided by 13,5
Compute 3892 divided by nine hundred and seventy three,4
Compute six hundred and twenty divided by 124,5
Compute four thousand three hundred and sixty divided by 545,8
Compute 452 minus four hundred and fifty one,1
Compute three hundred and eighty nine minus 384,5
Compute 179 minus one hundred and seventy three,6
Compute 6216 divided by seven hundred and seventy seven,8
Compute three hundred and seventy five divided by 75,5
Compute six hundred and eighty divided by 136,5
Compute one thousand divided by 250,4
Compute sixty minus 60,0
Compute seven hundred and seventy one minus 762,9
Compute four hundred and fifty seven minus 449,8
Compute two thousand seven hundred and ninety divided by 465,6
Compute one thousand five hundred and thirty divided by 510,3
Compute five hundred and twenty minus 517,3
Compute seven hundred and fifty nine minus 757,2
Compute 240 divided by forty eight,5
Compute five thousand six hundred and eighty eight divided by 711,8
Compute 610 minus six hundred and seven,3
Compute six hundred and eighteen divided by 618,1
Compute one thousand eight hundred divided by 600,3
Compute five hundred and twenty nine minus 522,7
Compute seven hundred and fifty five minus 754,1
Compute four thousand five hundred and eighty five divided by 655,7
Compute nine hundred and fifty eight minus 951,7
Compute 3885 divided by seven hundred and seventy seven,5
Compute seven hundred and seven minus 707,0
Compute nine hundred minus 897,3
Compute eight hundred and eighty two minus 875,7
Compute 2236 divided by five hundred and fifty nine,4
Compute five hundred and eighteen minus 511,7
Compute 3440 divided by six hundred and eighty eight,5
Compute two hundred and eighty eight divided by 288,1
Compute one hundred and five minus 100,5
Compute seven hundred and thirteen minus 705,8
Compute 422 minus four hundred and seventeen,5
Compute 836 minus eight hundred and twenty nine,7
Compute 7232 divided by nine hundred and four,8
Compute seven hundred and sixty six minus 765,1
Compute six hundred and fifty divided by 325,2
Compute 966 minus nine hundred and sixty one,5
Compute three hundred and eighteen minus 318,0
Compute eight hundred and fifty four divided by 854,1
Compute 618 divided by one hundred and three,6
Compute four thousand five hundred and ninety two divided by 574,8
Compute 1644 minus one thousand six hundred and forty four,0
Compute 1914 divided by six hundred and thirty eight,3
Compute 575 minus five hundred and seventy three,2
Compute three thousand one hundred and fifteen divided by 445,7
Compute one thousand two hundred and three minus 1203,0
Compute four thousand nine hundred and eighty divided by 996,5
Compute two thousand six hundred and forty divided by 880,3
Compute one thousand four hundred and forty four minus 1444,0
Compute 35 divided by seven,5
Compute 1287 divided by four hundred and twenty nine,3
Compute three hundred and eighty nine minus 380,9
Compute 256 minus two hundred and fifty five,1
Compute eight hundred and twenty minus 819,1
Compute seven hundred and nineteen minus 711,8
Compute 1272 divided by six hundred and thirty six,2
Compute 1338 divided by six hundred and sixty nine,2
Compute 529 minus five hundred and twenty three,6
Compute 4194 divided by six hundred and ninety nine,6
Compute 375 minus three hundred and sixty six,9
Compute 1464 divided by four hundred and eighty eight,3
Compute five hundred and ninety minus 581,9
Compute one thousand eight hundred and sixty three minus 1863,0
Compute 143 divided by one hundred and forty three,1
Compute two hundred and fifteen minus 208,7
Compute 1637 minus one thousand six hundred and thirty seven,0
Compute six hundred and ninety eight minus 691,7
Compute 3735 divided by seven hundred and forty seven,5
Compute one thousand and seventy two minus 1072,0
Compute one hundred and eighty eight minus 185,3
Compute 617 minus six hundred and seventeen,0
Compute 7443 divided by eight hundred and twenty seven,9
Compute 4893 divided by six hundred and ninety nine,7
Compute 5586 divided by nine hundred and thirty one,6
Compute five hundred and fifty eight minus 555,3
Compute 1779 minus one thousand seven hundred and seventy nine,0
Compute 6176 divided by seven hundred and seventy two,8
Compute 3380 divided by eight hundred and forty five,4
Compute two thousand five hundred and eighty divided by 860,3
Compute one hundred and thirty minus 130,0
Compute one thousand four hundred and fourteen minus 1414,0
Compute 657 minus six hundred and fifty three,4
Compute two thousand four hundred and twenty two divided by 346,7
Compute eight hundred and twenty one minus 813,8
Compute five hundred and sixty divided by 560,1
Compute 1908 divided by three hundred and eighteen,6
Compute 637 minus six hundred and thirty two,5
Compute 390 divided by three hundred and ninety,1
Compute seven hundred and forty four minus 738,6
Compute 872 minus eight hundred and sixty three,9
Compute 4615 divided by nine hundred and twenty three,5
Compute seven hundred and sixty minus 760,0
Compute two thousand seven hundred and ninety two divided by 698,4
Compute 53 minus fifty,3
Compute one thousand nine hundred and thirty one minus 1931,0
Compute 798 divided by one hundred and thirty three,6
Compute one hundred and forty eight minus 144,4
Compute 436 minus four hundred and twenty nine,7
Compute 415 minus four hundred and eleven,4
Compute three thousand nine hundred and eighteen divided by 653,6
Compute one hundred and eighty one minus 173,8
Compute 680 minus six hundred and seventy nine,1
Compute 146 minus one hundred and forty one,5
Compute 1204 minus one thousand two hundred and four,0
Compute 847 minus eight hundred and forty one,6
Compute seven hundred minus 691,9
Compute 6769 divided by nine hundred and sixty seven,7
Compute nine hundred and fifty six minus 956,0
Compute eighty nine minus 83,6
Compute eighty divided by 10,8
Compute one hundred and forty five minus 145,0
Compute 4905 divided by nine hundred and eighty one,5
Compute 173 minus one hundred and seventy three,0
Compute 4722 divided by seven hundred and eighty seven,6
Compute ninety three minus 93,0
Compute five hundred and eight minus 503,5
Compute two thousand three hundred and fifteen divided by 463,5
Compute seven hundred and seventy six divided by 194,4
Compute four thousand one hundred and forty divided by 460,9
Compute three hundred and twenty nine minus 320,9
Compute four thousand four hundred and ten divided by 735,6
Compute five hundred and fifty two divided by 184,3
Compute 1785 divided by five hundred and ninety five,3
Compute 2265 divided by four hundred and fifty three,5
Compute six hundred and sixty five minus 661,4
Compute one thousand four hundred and fifty divided by 290,5
Compute 480 divided by two hundred and forty,2
Compute 1272 divided by two hundred and twelve,6
Compute twenty three minus 22,1
Compute four hundred and eighty eight divided by 61,8
Compute 172 minus one hundred and sixty five,7
Compute 4014 divided by six hundred and sixty nine,6
Compute two hundred and ninety six divided by 74,4
Compute 400 minus three hundred and ninety five,5
Compute three hundred and sixty two minus 353,9
Compute 1115 minus one thousand one hundred and fifteen,0
Compute one thousand nine hundred and forty one minus 1941,0
Compute two hundred and four divided by 204,1
Compute 2712 divided by nine hundred and four,3
Compute five hundred and seven minus 500,7
Compute forty eight minus 39,9
Compute seven hundred and sixty minus 759,1
Compute thirteen minus 9,4
Compute 1074 divided by five hundred and thirty seven,2
Compute 4284 divided by six hundred and twelve,7
Compute 2295 divided by four hundred and fifty nine,5
Compute four hundred and sixty eight minus 463,5
Compute 1695 minus one thousand six hundred and ninety five,0
Compute 824 minus eight hundred and sixteen,8
Compute 546 minus five hundred and forty five,1
Compute 834 minus eight hundred and thirty two,2
Compute seven hundred and eighty six divided by 393,2
Compute nine hundred and sixty five minus 960,5
Compute 87 minus eighty two,5
Compute 784 minus seven hundred and seventy six,8
Compute two thousand nine hundred and five divided by 581,5
Compute four hundred and fifty four minus 454,0
Compute five thousand seven hundred and sixty divided by 720,8
Compute 1815 divided by six hundred and five,3
Compute 934 minus nine hundred and twenty seven,7
Compute 350 divided by seventy,5
Compute 320 minus three hundred and fourteen,6
Compute five thousand five hundred and sixty two divided by 618,9
Compute 294 minus two hundred and eighty seven,7
Compute one hundred and forty nine minus 144,5
Compute nine hundred and eighty three minus 975,8
Compute 216 divided by fifty four,4
Compute six thousand one hundred and sixty eight divided by 771,8
Compute five hundred and forty two minus 539,3
Compute 597 minus five hundred and ninety six,1
Compute 566 divided by five hundred and sixty six,1
Compute 2448 divided by four hundred and eight,6
Compute seventy four minus 66,8
Compute 915 minus nine hundred and nine,6
Compute four hundred and eighty nine minus 487,2
Compute 607 minus six hundred,7
Compute seven thousand nine hundred and fifty two divided by 994,8
Compute one thousand eight hundred and ninety six divided by 237,8
Compute 2506 divided by three hundred and fifty eight,7
Compute one thousand five hundred and fourteen minus 1514,0
Compute five hundred and ninety three divided by 593,1
Compute 4900 divided by nine hundred and eighty,5
Compute 188 minus one hundred and eighty six,2
Compute 2392 divided by five hundred and ninety eight,4
Compute 107 minus ninety eight,9
Compute 3576 divided by eight hundred and ninety four,4
Compute one hundred and twenty eight minus 128,0
Compute five thousand four hundred and ninety five divided by 785,7
Compute 3699 divided by four hundred and eleven,9
Compute 5352 divided by six hundred and sixty nine,8
Compute 1053 divided by three hundred and fifty one,3
Compute 802 minus seven hundred and ninety six,6
Compute seven hundred and thirty two minus 729,3
Compute 19 minus fifteen,4
Compute seven hundred and two minus 695,7
Compute 197 divided by one hundred and ninety seven,1
Compute 868 divided by two hundred and seventeen,4
Compute five thousand nine hundred and sixty four divided by 994,6
Compute 576 minus five hundred and seventy three,3
Compute 2445 divided by four hundred and eighty nine,5
Compute one thousand three hundred and eighty divided by 460,3
Compute four thousand seven hundred and fifty five divided by 951,5
Compute 1096 divided by five hundred and forty eight,2
Compute eight hundred and fourteen minus 813,1
Compute two thousand five hundred and fifty divided by 510,5
Compute one thousand three hundred and thirty two divided by 333,4
Compute five hundred and forty three minus 542,1
Compute two thousand six hundred and seven divided by 869,3
Compute eight hundred and nineteen minus 814,5
Compute 596 minus five hundred and ninety six,0
Compute two hundred and sixty seven divided by 267,1
Compute four thousand six hundred and fourteen divided by 769,6
Compute 2775 divided by nine hundred and twenty five,3
Compute 620 minus six hundred and nineteen,1
Compute 231 divided by two hundred and thirty one,1
Compute 264 divided by thirty three,8
Compute eight hundred and fifty eight divided by 143,6
Compute 6314 divided by nine hundred and two,7
Compute two thousand two hundred and forty seven divided by 749,3
Compute 782 minus seven hundred and eighty two,0
Compute two thousand three hundred and thirteen divided by 771,3
Compute 482 minus four hundred and seventy four,8
Compute one thousand two hundred and seventy five divided by 425,3
Compute 4920 divided by nine hundred and eighty four,5
Compute nine hundred divided by 900,1
Compute 1936 divided by four hundred and eighty four,4
Compute two hundred and thirty eight minus 231,7
Compute four divided by 4,1
Compute four thousand five hundred and fifteen divided by 645,7
Compute 696 divided by three hundred and forty eight,2
Compute one thousand seven hundred and forty nine divided by 583,3
Compute seven hundred and eighty four minus 777,7
Compute 4300 divided by eight hundred and sixty,5
Compute 265 divided by fifty three,5
Compute 548 minus five hundred and forty,8
Compute six hundred and seventy one minus 669,2
Compute six hundred and sixty one minus 654,7
Compute four hundred and twenty minus 418,2
Compute four hundred and seventy eight minus 475,3
Compute five thousand five hundred and fifty one divided by 793,7
Compute eight hundred and fifty four minus 846,8
Compute 19 minus thirteen,6
Compute 736 divided by one hundred and eighty four,4
Compute 1016 divided by five hundred and eight,2
Compute twenty six minus 18,8
Compute three hundred and forty seven minus 338,9
Compute 4854 divided by eight hundred and nine,6
Compute five hundred and thirty five minus 527,8
Compute 775 divided by one hundred and fifty five,5
Compute 2718 divided by four hundred and fifty three,6
Compute 817 minus eight hundred and fifteen,2
Compute 35 minus twenty seven,8
Compute 666 divided by one hundred and eleven,6
Compute 681 divided by two hundred and twenty seven,3
Compute nine hundred and thirty six divided by 468,2
Compute three thousand eight hundred and twenty divided by 764,5
Compute two hundred and nineteen minus 213,6
Compute 1949 minus one thousand nine hundred and forty nine,0
Compute 111 minus one hundred and nine,2
Compute 1302 divided by one hundred and eighty six,7
Compute six hundred and ninety nine minus 691,8
Compute one hundred and thirty five divided by 135,1
Compute 200 minus one hundred and ninety four,6
Compute three thousand seven hundred and forty five divided by 535,7
Compute 897 minus eight hundred and ninety four,3
Compute 15 minus ten,5
Compute 156 minus one hundred and forty seven,9
Compute three hundred and eighty six minus 378,8
Compute six hundred and twenty divided by 155,4
Compute one hundred and thirty eight minus 129,9
Compute one thousand one hundred and seventy two divided by 293,4
Compute seventy two divided by 18,4
Compute five thousand two hundred and twenty four divided by 653,8
Compute five hundred and forty four minus 536,8
Compute 115 minus one hundred and twelve,3
Compute three hundred and fifty one minus 347,4
Compute 3936 divided by nine hundred and eighty four,4
Compute 449 minus four hundred and forty five,4
Compute nine hundred and five minus 904,1
Compute four hundred and eighty one minus 477,4
Compute 828 divided by one hundred and thirty eight,6
Compute 1620 divided by four hundred and five,4
Compute 378 minus three hundred and seventy three,5
Compute nine hundred and sixty nine minus 969,0
Compute one hundred and eight minus 106,2
Compute three hundred and eighty two divided by 191,2
Compute 1028 divided by five hundred and fourteen,2
Compute three hundred and six minus 303,3
Compute 942 minus nine hundred and thirty seven,5
Compute 47 minus forty six,1
Compute 1329 divided by four hundred and forty three,3
Compute 4011 divided by five hundred and seventy three,7
Compute nine hundred and nine minus 903,6
Compute six hundred and seventy one minus 664,7
Compute twenty seven minus 21,6
Compute seven hundred and fifty three divided by 251,3
Compute 1434 divided by two hundred and thirty nine,6
Compute 953 minus nine hundred and fifty,3
Compute 832 minus eight hundred and twenty seven,5
Compute seven hundred and eighty two minus 773,9
Compute 235 divided by two hundred and thirty five,1
Compute 459 divided by four hundred and fifty nine,1
Compute 703 minus seven hundred,3
Compute 362 minus three hundred and sixty,2
Compute 621 minus six hundred and twenty one,0
Compute 22 minus eighteen,4
Compute three thousand eight hundred and eighty four divided by 971,4
Compute five thousand four hundred and sixty seven divided by 781,7
Compute six thousand four hundred and sixty one divided by 923,7
Compute one hundred and fifty one minus 143,8
Compute 989 minus nine hundred and eighty eight,1
Compute 275 minus two hundred and sixty seven,8
Compute three thousand three hundred and forty four divided by 836,4
Compute five hundred and sixty eight minus 564,4
Compute 165 minus one hundred and sixty five,0
Compute 3340 divided by eight hundred and thirty five,4
Compute six hundred and seventy minus 663,7
Compute 868 minus eight hundred and sixty three,5
Compute one thousand seven hundred and forty four divided by 436,4
Compute seven thousand two hundred and eighty one divided by 809,9
Compute 5866 divided by eight hundred and thirty eight,7
Compute 1850 minus one thousand eight hundred and fifty,0
Compute eight hundred and nine minus 802,7
Compute 3500 divided by five hundred,7
Compute 3384 divided by five hundred and sixty four,6
Compute 733 divided by seven hundred and thirty three,1
Compute one hundred and seventy eight minus 177,1
Compute six hundred and sixty nine minus 662,7
Compute 1516 divided by three hundred and seventy nine,4
Compute seven thousand three hundred and ninety eight divided by 822,9
Compute one thousand five hundred and sixty six divided by 261,6
Compute seven hundred and seventy divided by 154,5
Compute one thousand seven hundred and eighty three minus 1783,0
Compute 7136 divided by eight hundred and ninety two,8
Compute five thousand six hundred and ninety six divided by 712,8
Compute 764 minus seven hundred and fifty nine,5
Compute nine hundred and sixty one minus 953,8
Compute 1149 minus one thousand one hundred and forty nine,0
Compute 381 minus three hundred and seventy four,7
Compute three thousand seven hundred and eight divided by 618,6
Compute two hundred and ninety seven minus 289,8
Compute 1790 divided by eight hundred and ninety five,2
Compute 543 minus five hundred and thirty nine,4
Compute two hundred and forty six minus 245,1
Compute 581 divided by five hundred and eighty one,1
Compute seven hundred and seventy five minus 766,9
Compute 618 divided by three hundred and nine,2
Compute 4446 divided by four hundred and ninety four,9
Compute eight hundred minus 798,2
Compute one hundred and sixty seven minus 167,0
Compute eight hundred and fourteen divided by 814,1
Compute 908 divided by nine hundred and eight,1
Compute 607 minus five hundred and ninety eight,9
Compute 1537 minus one thousand five hundred and thirty seven,0
Compute four hundred and fifty six minus 450,6
Compute 1119 minus one thousand one hundred and nineteen,0
Compute 1608 divided by two hundred and one,8
Compute nine hundred and thirty eight minus 934,4
Compute four thousand four hundred and sixty divided by 892,5
Compute three hundred and forty three minus 341,2
Compute 655 minus six hundred and fifty five,0
Compute 943 minus nine hundred and thirty eight,5
Compute nine hundred and seventy two divided by 243,4
Compute one thousand one hundred and forty eight minus 1148,0
Compute one thousand two hundred and eighty minus 1280,0
Compute one thousand and seventy four divided by 358,3
Compute 6258 divided by eight hundred and ninety four,7
Compute 722 minus seven hundred and twenty one,1
Compute three thousand eight hundred and five divided by 761,5
Compute three thousand and sixty divided by 510,6
Compute 2436 divided by three hundred and forty eight,7
Compute 5178 divided by eight hundred and sixty three,6
Compute four hundred and eight minus 406,2
Compute two hundred and sixty minus 255,5
Compute 630 minus six hundred and thirty,0
Compute one hundred and forty seven minus 144,3
Compute one thousand six hundred and seventy nine minus 1679,0
Compute 794 minus seven hundred and eighty five,9
Compute eight hundred and seventy six divided by 146,6
Compute nine hundred and twenty eight minus 927,1
Compute 376 minus three hundred and sixty seven,9
Compute 2559 divided by eight hundred and fifty three,3
Compute 5418 divided by seven hundred and seventy four,7
Compute one hundred and two minus 94,8
Compute 596 divided by two hundred and ninety eight,2
Compute 755 minus seven hundred and fifty one,4
Compute 1823 minus one thousand eight hundred and twenty three,0
Compute one hundred and sixty seven minus 164,3
Compute 298 minus two hundred and ninety,8
Compute three hundred and fifteen minus 315,0
Compute nine hundred and sixty divided by 320,3
Compute 12 divided by twelve,1
Compute one thousand and eighty five minus 1085,0
Compute 27 minus twenty seven,0
Compute 252 minus two hundred and forty nine,3
Compute one thousand five hundred and four minus 1504,0
Compute one hundred and forty divided by 20,7
Compute four thousand seven hundred and fifty eight divided by 793,6
Compute 765 divided by eighty five,9
Compute four hundred and twenty four minus 422,2
Compute four hundred minus 391,9
Compute one thousand three hundred and twenty eight divided by 332,4
Compute four hundred and seventy five minus 471,4
Compute four hundred and two minus 399,3
Compute two hundred and thirty one divided by 77,3
Compute three hundred and twelve divided by 156,2
Compute 1508 divided by seven hundred and fifty four,2
Compute 2432 divided by six hundred and eight,4
Compute two thousand seven hundred and sixty divided by 690,4
Compute two hundred and twenty four minus 223,1
Compute three hundred and sixty five minus 365,0
Compute one thousand four hundred and ninety six divided by 748,2
Compute 8262 divided by nine hundred and eighteen,9
Compute one thousand two hundred and fifty four minus 1254,0
Compute 761 minus seven hundred and fifty nine,2
Compute 811 minus eight hundred and six,5
Compute 364 minus three hundred and sixty,4
Compute four thousand six hundred and eighty six divided by 781,6
Compute three thousand one hundred and sixteen divided by 779,4
Compute one hundred and ninety divided by 95,2
Compute 556 minus five hundred and forty eight,8
Compute 735 minus seven hundred and twenty six,9
Compute 409 minus four hundred,9
Compute 446 minus four hundred and thirty nine,7
Compute 2226 divided by seven hundred and forty two,3
Compute 2469 divided by eight hundred and twenty three,3
Compute fourteen minus 5,9
Compute one thousand four hundred and sixty three minus 1463,0
Compute seventy five minus 67,8
Compute 316 minus three hundred and nine,7
Compute four hundred and forty one minus 434,7
Compute 213 minus two hundred and eight,5
Compute sixty four divided by 16,4
Compute one thousand five hundred and thirty two minus 1532,0
Compute seven hundred and ninety four minus 786,8
Compute 25 minus twenty,5
Compute two thousand eight hundred and fifty divided by 570,5
Compute three hundred and forty seven minus 345,2
Compute six thousand three hundred and nine divided by 701,9
Compute 476 minus four hundred and seventy,6
Compute 6472 divided by eight hundred and nine,8
Compute 5370 divided by eight hundred and ninety five,6
Compute one thousand seven hundred and ninety three minus 1793,0
Compute one thousand five hundred and twelve minus 1512,0
Compute seven thousand and thirty two divided by 879,8
Compute 1932 divided by three hundred and twenty two,6
Compute nine hundred and twenty six minus 920,6
Compute seven thousand and eighty eight divided by 886,8
Compute five hundred and twenty five minus 516,9
Compute 4990 divided by nine hundred and ninety eight,5
Compute 1488 divided by one hundred and eighty six,8
Compute 821 minus eight hundred and fourteen,7
Compute one thousand six hundred and fifty two divided by 236,7
Compute 1281 divided by one hundred and eighty three,7
Compute 549 minus five hundred and forty seven,2
Compute 141 minus one hundred and thirty seven,4
Compute two thousand four hundred and seventy two divided by 412,6
Compute five hundred and fifty nine minus 556,3
Compute 928 minus nine hundred and twenty one,7
Compute 6384 divided by nine hundred and twelve,7
Compute three thousand two hundred and forty eight divided by 812,4
Compute 992 minus nine hundred and eighty three,9
Compute 6531 divided by nine hundred and thirty three,7
Compute two thousand six hundred and eighty eight divided by 384,7
Compute 265 minus two hundred and fifty seven,8
Compute 7641 divided by eight hundred and forty nine,9
Compute 1512 divided by three hundred and seventy eight,4
Compute two hundred and forty one minus 237,4
Compute 4203 divided by four hundred and sixty seven,9
Compute 8010 divided by eight hundred and ninety,9
Compute 394 minus three hundred and ninety one,3
Compute three hundred and eighty three minus 376,7
Compute six hundred and forty four divided by 644,1
Compute seven hundred and twelve minus 709,3
Compute 1795 minus one thousand seven hundred and ninety five,0
Compute five hundred and seventy five minus 567,8
Compute one thousand nine hundred and eighty six divided by 331,6
Compute 2880 divided by three hundred and sixty,8
Compute 693 minus six hundred and eighty five,8
Compute three thousand and fifty nine divided by 437,7
Compute 2740 divided by five hundred and forty eight,5
Compute 6705 divided by seven hundred and forty five,9
Compute five thousand and forty divided by 630,8
Compute one thousand two hundred and six divided by 603,2
Compute 7264 divided by nine hundred and eight,8
Compute 1092 divided by five hundred and forty six,2
Compute seven hundred and fifty four minus 749,5
Compute 3808 divided by nine hundred and fifty two,4
Compute 193 minus one hundred and eighty eight,5
Compute twenty two minus 21,1
Compute 108 minus one hundred,8
Compute six hundred and thirty nine divided by 639,1
Compute 819 minus eight hundred and ten,9
Compute seven hundred and forty one minus 733,8
Compute 904 minus nine hundred and two,2
Compute 76 minus seventy four,2
Compute two thousand two hundred and ninety two divided by 764,3
Compute two thousand one hundred and twenty seven divided by 709,3
Compute 6489 divided by seven hundred and twenty one,9
Compute nine hundred and sixty two minus 955,7
Compute 3680 divided by four hundred and sixty,8
Compute three hundred and forty one minus 332,9
Compute 1729 minus one thousand seven hundred and twenty nine,0
Compute 170 minus one hundred and sixty eight,2
Compute one thousand six hundred and sixty four minus 1664,0
Compute 64 minus sixty four,0
Compute one hundred and eleven divided by 37,3
Compute 5337 divided by five hundred and ninety three,9
Compute 812 minus eight hundred and eight,4
Compute thirty six minus 31,5
Compute three hundred and nine minus 309,0
Compute 601 minus five hundred and ninety six,5
Compute five hundred and forty eight divided by 137,4
Compute three thousand and sixty nine divided by 341,9
Compute 3410 divided by six hundred and eighty two,5
Compute 2520 divided by eight hundred and forty,3
Compute 398 minus three hundred and ninety four,4
Compute 387 minus three hundred and eighty seven,0
Compute forty four minus 38,6
Compute 601 minus six hundred,1
Compute 1176 divided by five hundred and eighty eight,2
Compute 827 minus eight hundred and nineteen,8
Compute one hundred and sixty four minus 156,8
Compute one thousand divided by 1000,1
Compute nine hundred and fifty one minus 950,1
Compute six hundred and twenty six minus 619,7
Compute 620 minus six hundred and twenty,0
Compute 3894 divided by six hundred and forty nine,6
Compute 467 minus four hundred and sixty,7
Compute six hundred and ninety six minus 696,0
Compute four thousand four hundred and fifty nine divided by 637,7
Compute five hundred and twenty minus 515,5
Compute one hundred and thirty six minus 131,5
Compute 941 minus nine hundred and thirty five,6
Compute 537 divided by five hundred and thirty seven,1
Compute 442 minus four hundred and thirty nine,3
Compute five hundred and fifteen minus 512,3
Compute three thousand six hundred and thirty six divided by 909,4
Compute eight hundred and fifteen minus 810,5
Compute 6144 divided by seven hundred and sixty eight,8
Compute 392 divided by forty nine,8
Compute 576 minus five hundred and seventy two,4
Compute 89 minus eighty,9
Compute 616 divided by six hundred and sixteen,1
Compute 333 minus three hundred and thirty one,2
Compute four hundred and eight minus 408,0
Compute nineteen minus 10,9
Compute four hundred and forty four divided by 74,6
Compute four hundred and ninety seven minus 491,6
Compute 144 minus one hundred and forty four,0
Compute 1532 divided by three hundred and eighty three,4
Compute 4872 divided by eight hundred and twelve,6
Compute two hundred and fifteen minus 210,5
Compute 938 minus nine hundred and thirty one,7
Compute 261 minus two hundred and fifty four,7
Compute 1560 minus one thousand five hundred and sixty,0
Compute 1716 divided by two hundred and eighty six,6
Compute four hundred and forty two minus 440,2
Compute 436 minus four hundred and thirty three,3
Compute 8856 divided by nine hundred and eighty four,9
Compute 1233 divided by one hundred and thirty seven,9
Compute 110 minus one hundred and nine,1
Compute five thousand two hundred and eight divided by 868,6
Compute 2128 divided by five hundred and thirty two,4
Compute 132 minus one hundred and thirty one,1
Compute one thousand and forty minus 1040,0
Compute 342 divided by three hundred and forty two,1
Compute six hundred and sixty three minus 662,1
Compute five hundred and nine minus 507,2
Compute four hundred and sixty seven minus 458,9
Compute 141 minus one hundred and forty,1
Compute 968 divided by two hundred and forty two,4
Compute 842 minus eight hundred and forty,2
Compute seven hundred and ninety seven minus 796,1
Compute fourteen divided by 7,2
Compute four thousand seven hundred and sixty divided by 680,7
Compute 4218 divided by seven hundred and three,6
Compute two thousand one hundred and seventy divided by 434,5
Compute 374 divided by one hundred and eighty seven,2
Compute one thousand and fifty seven divided by 151,7
Compute five thousand two hundred and ninety nine divided by 757,7
Compute one hundred and sixty four minus 162,2
Compute 463 minus four hundred and fifty five,8
Compute 886 minus eight hundred and eighty one,5
Compute nine hundred and ninety three minus 987,6
Compute three hundred and eighty seven minus 385,2
Compute 1047 minus one thousand and forty seven,0
