text,label
Is  w R o R A O l t C O F o R w  palindrome?,0
Is  y j T o r i Y M i r o T j y  palindrome?,0
Is  e P F T D m  palindrome?,0
Is  Q K K d N a B l K K Q  palindrome?,0
Is  G H E T W H S H G  palindrome?,0
Is  o Z r L X S L Z r Z o  palindrome?,0
Is  D k N k D  palindrome?,1
Is  U Z X Z U  palindrome?,1
Is  i L O L i  palindrome?,1
Is  z k P n z n P k z  palindrome?,1
Is  n c F f F c n  palindrome?,1
Is  U X I W J s f a X K W X U  palindrome?,0
Is  H W h B d l P p K V  palindrome?,0
Is  J W h W K p W J  palindrome?,0
Is  W z O K s b C b s K O z W  palindrome?,1
Is  I u P G q G P u I  palindrome?,1
Is  I J C o i r Z N r i o C J I  palindrome?,0
Is  s G F V R J L Z X F J F G s  palindrome?,0
Is  w L M A Z w  palindrome?,0
Is  i j m v L d m j i  palindrome?,0
Is  K Z u l q o o q l u Z K  palindrome?,1
Is  M B w L G C Q Q C G L w B M  palindrome?,1
Is  K C z a z C K  palindrome?,1
Is  W i v v A p H V x O d v i W  palindrome?,0
Is  R T H R  palindrome?,0
Is  H L L o C a a C o L L H  palindrome?,1
Is  f N n  palindrome?,0
Is  D M i t H b k s j V b q A D  palindrome?,0
Is  U h g E Z S g h U  palindrome?,0
Is  h s b U U b s h  palindrome?,1
Is  v k H s v  palindrome?,0
Is  v f L Z n d  palindrome?,0
Is  p k Y X i j Q E r q L M k p  palindrome?,0
Is  t k k t  palindrome?,1
Is  u w c  palindrome?,0
Is  B o a v J J v a o B  palindrome?,1
Is  R H X l X H R  palindrome?,1
Is  p d N N d p  palindrome?,1
Is  P l b W W b l P  palindrome?,1
Is  K Y O P g S m S g P O Y K  palindrome?,1
Is  D O T z T O D  palindrome?,1
Is  U u I  palindrome?,0
Is  w E l K d m d K l E w  palindrome?,1
Is  j M F C c O B r P C k Q T M j  palindrome?,0
Is  Z l U l Z  palindrome?,1
Is  Z j Z  palindrome?,1
Is  Z s f C f s Z  palindrome?,1
Is  k K Y s  palindrome?,0
Is  y v Z N v y  palindrome?,0
Is  H Z v s O F O s v Z H  palindrome?,1
Is  r Y R w T y H e R Y r  palindrome?,0
Is  O D O r O D O  palindrome?,1
Is  P Z h A o o A h Z P  palindrome?,1
Is  K u d b I p h p p I b d u K  palindrome?,0
Is  Z S Z T M H N G N  palindrome?,0
Is  u M X k M A s X M u  palindrome?,0
Is  x E p l j G i s q U r l p E x  palindrome?,0
Is  q L n f a a f n L q  palindrome?,1
Is  D Y Y D  palindrome?,1
Is  N g O p N N p O g N  palindrome?,1
Is  Y A o L o A Y  palindrome?,1
Is  N I A A I N  palindrome?,1
Is  P h Z M A N p P  palindrome?,0
Is  R f z H h f R  palindrome?,0
Is  d c o A A o c d  palindrome?,1
Is  t k y X n v L g s t  palindrome?,0
Is  c H V k  palindrome?,0
Is  q K h V P T o w H D J h K q  palindrome?,0
Is  n J b j T s b j s T j b J n  palindrome?,0
Is  X H V d W g W d V H X  palindrome?,1
Is  s z s  palindrome?,1
Is  w X c N d B k L w  palindrome?,0
Is  C W V P D V W C  palindrome?,0
Is  V Q T u C Q f f Q C u T Q V  palindrome?,1
Is  H S P l P S H  palindrome?,1
Is  K B s S G a P Y  palindrome?,0
Is  j k X P v X X v P X k j  palindrome?,1
Is  h s s h  palindrome?,1
Is  n c v F M o H w A F v c n  palindrome?,0
Is  s y K b b K y s  palindrome?,1
Is  X w e X  palindrome?,0
Is  p f V M e r O C z m A V f p  palindrome?,0
Is  A T y y T A  palindrome?,1
Is  w A k I v d W s O e  palindrome?,0
Is  d c b c d  palindrome?,1
Is  x n C j E u S j C n x  palindrome?,0
Is  g r P o X n n X o P r g  palindrome?,1
Is  I h C t Q W K E b Q p W  palindrome?,0
Is  R L i R e q m F q L R  palindrome?,0
Is  A j U j Y p Z x M r I r O  palindrome?,0
Is  n e v  palindrome?,0
Is  l e t  palindrome?,0
Is  r s r  palindrome?,1
Is  u S G y G S u  palindrome?,1
Is  d N h C p C h N d  palindrome?,1
Is  F u u F  palindrome?,1
Is  Z s e R g E S o R e s Z  palindrome?,0
Is  X K R C Q R K X  palindrome?,0
Is  H x r H H r x H  palindrome?,1
Is  T g W F V J T K g T  palindrome?,0
Is  N q x i d Y y y Y d i x q N  palindrome?,1
Is  i f s X d i x x i d X s f i  palindrome?,1
Is  f M A r c V J k z O A f  palindrome?,0
Is  V R R V  palindrome?,1
Is  I J h L U L v Z I L h J I  palindrome?,0
Is  j F j  palindrome?,1
Is  p M r A x  palindrome?,0
Is  S k d b d k S  palindrome?,1
Is  K k c T f T c k K  palindrome?,1
Is  K v W p e p W v K  palindrome?,1
Is  O g S l Z w D R e N t G o O  palindrome?,0
Is  O L t D x u t d t u x D t L O  palindrome?,1
Is  S n P P n S  palindrome?,1
Is  T p Z K A r H V z A K Z p T  palindrome?,0
Is  C D R A y L Z g A R D C  palindrome?,0
Is  N E s y c g a S N  palindrome?,0
Is  g g A A g g  palindrome?,1
Is  h Z e m N h  palindrome?,0
Is  j y m g g g g m y j  palindrome?,1
Is  X g L I Z I L g X  palindrome?,1
Is  b r r j y y j r r b  palindrome?,1
Is  l V U a P i U V l  palindrome?,0
Is  n T v  palindrome?,0
Is  V S P X X P S V  palindrome?,1
Is  x g x o O O o x g x  palindrome?,1
Is  g P e H e P g  palindrome?,1
Is  w o S O d a a d O S o w  palindrome?,1
Is  Y M f V r z h z J n A M  palindrome?,0
Is  U A e e A U  palindrome?,1
Is  d E V x e K e x V E d  palindrome?,1
Is  T i g L o i T  palindrome?,0
Is  E u p a F O D C T i x u E  palindrome?,0
Is  m Z l Y B Y l Z m  palindrome?,1
Is  E V O V E  palindrome?,1
Is  h C h n L n h C h  palindrome?,1
Is  P R J P V B P J D X F D  palindrome?,0
Is  f Y i f p p f i Y f  palindrome?,1
Is  E O z w I e h C E  palindrome?,0
Is  h G S q m R z R m q S G h  palindrome?,1
Is  t Y k h J h k Y t  palindrome?,1
Is  g b T j S r T b g  palindrome?,0
Is  G c A o A c G  palindrome?,1
Is  M a a K g g K a a M  palindrome?,1
Is  h g q l d n U I v l t y o p  palindrome?,0
Is  a B u n q E q n u B a  palindrome?,1
Is  F A O F  palindrome?,0
Is  W q q W  palindrome?,1
Is  N U S O q T T q O S U N  palindrome?,1
Is  H N x f B H  palindrome?,0
Is  F m D o Z N w R u T  palindrome?,0
Is  I K B m H V u P K I  palindrome?,0
Is  U Q r F B a c i P F r Q U  palindrome?,0
Is  P o P q y R G F g y D o P  palindrome?,0
Is  S f H d V d H f S  palindrome?,1
Is  V Y U M J  palindrome?,0
Is  N J X B  palindrome?,0
Is  C n m d n j o r v l u n C  palindrome?,0
Is  k c R E S F c k  palindrome?,0
Is  w I I w  palindrome?,1
Is  w K w V H V J e Y e  palindrome?,0
Is  O U X B L U O  palindrome?,0
Is  T S H  palindrome?,0
Is  c V I B u p x c B I V c  palindrome?,0
Is  e C U k U C e  palindrome?,1
Is  E s S a E  palindrome?,0
Is  Y U Y  palindrome?,1
Is  S V H k e G p U e k H V S  palindrome?,0
Is  l L k I t D h D t I k L l  palindrome?,1
Is  g F C R M M M M R C F g  palindrome?,1
Is  B i Z Z i B  palindrome?,1
Is  n X L n  palindrome?,0
Is  v C v X o X l H t L w L v C v  palindrome?,0
Is  w H D i Q H Q i D H w  palindrome?,1
Is  f Q d E n  palindrome?,0
Is  V q q V  palindrome?,1
Is  a n g S v v S g n a  palindrome?,1
Is  q X W W X q  palindrome?,1
Is  n Q i a a l O l a a i Q n  palindrome?,1
Is  z U x d i q l f I z  palindrome?,0
Is  Y W e z h e W Y  palindrome?,0
Is  F w z u Z w A B A w Z u z w F  palindrome?,1
Is  J w j n e f f e n j w J  palindrome?,1
Is  T w l t d d t l w T  palindrome?,1
Is  i T b e v L A Z d m j H i  palindrome?,0
Is  t v h t b p d t  palindrome?,0
Is  I o A a r z a A o I  palindrome?,0
Is  p q K H h X c x c X h H K q p  palindrome?,1
Is  W K l J f n X l K W  palindrome?,0
Is  r p g P o p r  palindrome?,0
Is  d f Z a M i Z f d  palindrome?,0
Is  C A y g y A C  palindrome?,1
Is  N l T p E M A S x H t B  palindrome?,0
Is  N m Y a a Y m N  palindrome?,1
Is  M f A m k f t t f k m A f M  palindrome?,1
Is  O A W W A O  palindrome?,1
Is  K U C o B X B o C U K  palindrome?,1
Is  F m N B m F  palindrome?,0
Is  v h j W x A x W j h v  palindrome?,1
Is  k a a v A y b X b y A v a a k  palindrome?,1
Is  n B P v  palindrome?,0
Is  v k m g a Y Y a g m k v  palindrome?,1
Is  J L R b R L J  palindrome?,1
Is  y y R C a i q a C R y y  palindrome?,0
Is  h y v D P c I I c P D v y h  palindrome?,1
Is  R i R  palindrome?,1
Is  s q H G c U V y a  palindrome?,0
Is  T h y y h T  palindrome?,1
Is  Z U Y U v v U Y U Z  palindrome?,1
Is  q w y P D g e q  palindrome?,0
Is  h P K S K P h  palindrome?,1
Is  h m c u h  palindrome?,0
Is  J m F X t f r A z n b L T u J  palindrome?,0
Is  h s s m q X d d X q m s s h  palindrome?,1
Is  H k R F s H  palindrome?,0
Is  O f v n O  palindrome?,0
Is  H I m f O Q c M c Q O f m I H  palindrome?,1
Is  U I P Z u B P u Z P I U  palindrome?,0
Is  L l k u s t Z  palindrome?,0
Is  i F I D s a R W T q  palindrome?,0
Is  b n I V W D Y Y D W V I n b  palindrome?,1
Is  c U p V j e X A L m r V p U c  palindrome?,0
Is  f B B L U E Q i E S I Z B B f  palindrome?,0
Is  F L Z T  palindrome?,0
Is  F m l m L u t u F  palindrome?,0
Is  F G V v m u d J U F  palindrome?,0
Is  e x O t t O x e  palindrome?,1
Is  m y x i Z Z W Z Z i x y m  palindrome?,1
Is  O S d U I l S O  palindrome?,0
Is  Z U Z  palindrome?,1
Is  N o o N  palindrome?,1
Is  k a s  palindrome?,0
Is  I g r c c r g I  palindrome?,1
Is  R w R  palindrome?,1
Is  N R E X K X E R N  palindrome?,1
Is  t L w u u w L t  palindrome?,1
Is  p R S x V Q C p Q E J x S R p  palindrome?,0
Is  N H M g Y V a J M o M H N  palindrome?,0
Is  z B g g B z  palindrome?,1
Is  d v b v d  palindrome?,1
Is  g l e k P g k l s o D s m t o  palindrome?,0
Is  s U e G E E G e U s  palindrome?,1
Is  B p w x B  palindrome?,0
Is  B Y K Y M B  palindrome?,0
Is  W s Y e R w y w R e Y s W  palindrome?,1
Is  X s R a X  palindrome?,0
Is  Q J T I v U Q Q U v I T J Q  palindrome?,1
Is  w M J k W K s X A e  palindrome?,0
Is  J B z V G G V z B J  palindrome?,1
Is  c M t h I h t M c  palindrome?,1
Is  G y i R B P j P B R i y G  palindrome?,1
Is  A L a i L A  palindrome?,0
Is  C N r h y y h r N C  palindrome?,1
Is  C o k a c m E q S u c a k o C  palindrome?,0
Is  Y H Q N b h c d k h b N Q H Y  palindrome?,0
Is  R V Q S S u u c c G G E J F  palindrome?,0
Is  z P h  palindrome?,0
Is  u f u  palindrome?,1
Is  u S n H t y s y t H n S u  palindrome?,1
Is  v C e D O F F O D e C v  palindrome?,1
Is  i P D i  palindrome?,0
Is  Y H H Y  palindrome?,1
Is  r U b Q b U r  palindrome?,1
Is  T W I Y A A t t A A Y I W T  palindrome?,1
Is  A e A  palindrome?,1
Is  L P O j U f H n I r C D L  palindrome?,0
Is  i T E y w g E T i  palindrome?,0
Is  s X f d P y D d f X s  palindrome?,0
Is  q c E t v h v d h v t E c q  palindrome?,0
Is  D e D  palindrome?,1
Is  k f F o u s u o F f k  palindrome?,1
Is  n L n  palindrome?,1
Is  I U d H d U I  palindrome?,1
Is  t c s k b  palindrome?,0
Is  D S S D  palindrome?,1
Is  h n w S q t b y S w n h  palindrome?,0
Is  L K W h e h W K L  palindrome?,1
Is  J Z y H c I S Y G I c H y Z J  palindrome?,0
Is  T B u n W T m i m T W n u B T  palindrome?,1
Is  N U B  palindrome?,0
Is  l k L e e L k l  palindrome?,1
Is  y y p d u c l x g y  palindrome?,0
Is  G z G  palindrome?,1
Is  o h F Q l E T p o  palindrome?,0
Is  k l A t s  palindrome?,0
Is  u A O x t c m D u k b f C A u  palindrome?,0
Is  W X o X W  palindrome?,1
Is  K W R Z b g Z N o j N F K K  palindrome?,0
Is  B M I j I M B  palindrome?,1
Is  k X u c X k  palindrome?,0
Is  j O j  palindrome?,1
Is  Z v M S c k G A v Z  palindrome?,0
Is  v O v l r l v O v  palindrome?,1
Is  p w E S w p  palindrome?,0
Is  h t G e Y t Q b M m U b h  palindrome?,0
Is  R r D k L x x x L k D r R  palindrome?,1
Is  M q O T K Y H O q M  palindrome?,0
Is  t k e x I l l I x e k t  palindrome?,1
Is  n v e W m W e v n  palindrome?,1
Is  x M J j o L O O L o j J M x  palindrome?,1
Is  q X i p I p i X q  palindrome?,1
Is  N g y o B  palindrome?,0
Is  L H i o q V Z  palindrome?,0
Is  S j N G S a P i G U B r G  palindrome?,0
Is  I y c k c I x P f W k s c y I  palindrome?,0
Is  N J g S v T v S g J N  palindrome?,1
Is  i l p Q V V i V V Q p l i  palindrome?,1
Is  P o n j Z C t Q N r v w D  palindrome?,0
Is  V Z z Y w B e Y z Z V  palindrome?,0
Is  h X X h  palindrome?,1
Is  g f y D X R g n g  palindrome?,0
Is  E F t z t F E  palindrome?,1
Is  l D z f d I z I d f z D l  palindrome?,1
Is  B a s n n s a B  palindrome?,1
Is  j F H y k X X k y H F j  palindrome?,1
Is  i u F j t x P b D f b j F u i  palindrome?,0
Is  T O r W F a T K z C H  palindrome?,0
Is  y G y  palindrome?,1
Is  P n L R r F Z n P  palindrome?,0
Is  a J P P J a  palindrome?,1
Is  y l t g  palindrome?,0
Is  L I s a I L  palindrome?,0
Is  h y T c y w y c T y h  palindrome?,1
Is  G W G e e G W G  palindrome?,1
Is  X B o o W j K w w P X  palindrome?,0
Is  t q c t y N Y M B g b k y b  palindrome?,0
Is  N j z l g c k x s c g l z j N  palindrome?,0
Is  h M X r k X m m X k r X M h  palindrome?,1
Is  e G n C V Z J Q v U e  palindrome?,0
Is  E R F E  palindrome?,0
Is  v l j z p h r t v  palindrome?,0
Is  h n v B K P d n h  palindrome?,0
Is  S W x g G u G g x W S  palindrome?,1
Is  h E g g l t x t l g g E h  palindrome?,1
Is  O Q f Q f Q O  palindrome?,1
Is  x z t V J t z x  palindrome?,0
Is  L P r k r P L  palindrome?,1
Is  r I Q V X g v o L V Q I r  palindrome?,0
Is  e a Y a e  palindrome?,1
Is  U u q i j r q q u U  palindrome?,0
Is  I r a t o P D w b i z W  palindrome?,0
Is  K k i n b V i J j v i k K  palindrome?,0
Is  Z u Z a n B Z P n a Z u Z  palindrome?,0
Is  P q q P  palindrome?,1
Is  y P p V X Z v U d N L V p P y  palindrome?,0
Is  d L L l Z Z d  palindrome?,0
Is  L F L E L E L F L  palindrome?,1
Is  P K i E i K P  palindrome?,1
Is  W u t c W  palindrome?,0
Is  U O V w F w V O U  palindrome?,1
Is  x B i u u i B x  palindrome?,1
Is  M Y E N N E Y M  palindrome?,1
Is  q e A P Z m u N D O e q  palindrome?,0
Is  a O b s n a b O a  palindrome?,0
Is  O j j O  palindrome?,1
Is  o N D r F f f F r D N o  palindrome?,1
Is  N N N N N  palindrome?,1
Is  I J X X J I  palindrome?,1
Is  i I i  palindrome?,1
Is  V a i V  palindrome?,0
Is  A B p O v G U d C x P A  palindrome?,0
Is  K O y S g O K  palindrome?,0
Is  r w n p p n w r  palindrome?,1
Is  a S K P g d j e j d g P K S a  palindrome?,1
Is  n F e m T n  palindrome?,0
Is  M k W t t b W k M  palindrome?,0
Is  t v W K d b  palindrome?,0
Is  Y f B f t x x t f B f Y  palindrome?,1
Is  J V L W L V J  palindrome?,1
Is  I V r V I  palindrome?,1
Is  S I W S  palindrome?,0
Is  O k X s y y y y s X k O  palindrome?,1
Is  e Z Z e  palindrome?,1
Is  y C L k u s s u k L C y  palindrome?,1
Is  I R v p x d F W  palindrome?,0
Is  l u m c t  palindrome?,0
Is  R l c g E Y S o c l R  palindrome?,0
Is  W l a l W  palindrome?,1
Is  R H k H R  palindrome?,1
Is  z S p V G O U J p S z  palindrome?,0
Is  e x x e  palindrome?,1
Is  K P b V o s o V b P K  palindrome?,1
Is  W z z W  palindrome?,1
Is  n r p z v  palindrome?,0
Is  q N y  palindrome?,0
Is  e M A m  palindrome?,0
Is  f L p t v B v t p L f  palindrome?,1
Is  C X Z B f v C d f B Z X C  palindrome?,0
Is  s U K K U s  palindrome?,1
Is  K m K  palindrome?,1
Is  w g D y i n q g R o w  palindrome?,0
Is  h I u p F E U U E F p u I h  palindrome?,1
Is  j p a Q Q a p j  palindrome?,1
Is  g D g  palindrome?,1
Is  n w m L I r W o W r I L m w n  palindrome?,1
Is  z j Z Q Z j z  palindrome?,1
Is  q h p y  palindrome?,0
Is  U Y j y G e e G y j Y U  palindrome?,1
Is  d K C s t C Q t s C K d  palindrome?,0
Is  r d W m K K m W d r  palindrome?,1
Is  C v d T T f G G f T T d v C  palindrome?,1
Is  d A O d  palindrome?,0
Is  r r L l q X L y t L r r  palindrome?,0
Is  O e c f f c e O  palindrome?,1
Is  g z z g  palindrome?,1
Is  f X n  palindrome?,0
Is  m r h m o k z s w u p z m  palindrome?,0
Is  I Y j j j j Y I  palindrome?,1
Is  f k N S D I H H I D S N k f  palindrome?,1
Is  W U L b X I v d W L b L U W  palindrome?,0
Is  V W E m S O E S C G m E W V  palindrome?,0
Is  L A g F T o O L  palindrome?,0
Is  g G o  palindrome?,0
Is  C h G h C  palindrome?,1
Is  R w q v U U v q w R  palindrome?,1
Is  N X p P D p X N  palindrome?,0
Is  T j w I G I w j T  palindrome?,1
Is  j d Z g K Y o N l r  palindrome?,0
Is  L t i A c B B c A i t L  palindrome?,1
Is  p b Q P v E V J S d D E b p  palindrome?,0
Is  a j m u y c u r i  palindrome?,0
Is  q I f n W y  palindrome?,0
Is  t e t  palindrome?,1
Is  k A M c c M A k  palindrome?,1
Is  J i U I q X  palindrome?,0
Is  y W g  palindrome?,0
Is  t P o U T D Z N R H I o P t  palindrome?,0
Is  b C y g Q b  palindrome?,0
Is  r D c I k I c D r  palindrome?,1
Is  K V u M Q A u V K  palindrome?,0
Is  u a a u  palindrome?,1
Is  K m P t t P m K  palindrome?,1
Is  K c k K  palindrome?,0
Is  k F w T k  palindrome?,0
Is  G L I G H V U W Z U  palindrome?,0
Is  f N a T i N f  palindrome?,0
Is  S h b b h S  palindrome?,1
Is  P H m m H P  palindrome?,1
Is  X I L  palindrome?,0
Is  S h i h S  palindrome?,1
Is  R G i T f v H P V d n H q U R  palindrome?,0
Is  R r C d I m I m I d C r R  palindrome?,1
Is  P o Q b A b Q o P  palindrome?,1
Is  d X u s u X d  palindrome?,1
Is  K T W D h D W T K  palindrome?,1
Is  C u z A u e H A V e u A z u C  palindrome?,0
Is  P u d J s a X l c P  palindrome?,0
Is  U r U  palindrome?,1
Is  F i r k c S c k r i F  palindrome?,1
Is  B t a a L e m Z a a t B  palindrome?,0
Is  k s U I S o k o S I U s k  palindrome?,1
Is  U Z I  palindrome?,0
Is  X h s R R s h X  palindrome?,1
Is  b U g G g U b  palindrome?,1
Is  f m N Q E B m f  palindrome?,0
Is  H e v L w Z d e H  palindrome?,0
Is  s C a t u u t a C s  palindrome?,1
Is  Q w D w Q  palindrome?,1
Is  W G G W  palindrome?,1
Is  k T m B m T k  palindrome?,1
Is  i u F Z s x f a N T c q  palindrome?,0
Is  K J X Y  palindrome?,0
Is  w B R g a i g R B w  palindrome?,0
Is  C f C p Q n C  palindrome?,0
Is  D x S K r K S x D  palindrome?,1
Is  O V J C  palindrome?,0
Is  R J y Z k N s x a B s N g J R  palindrome?,0
Is  T Y e Y T  palindrome?,1
Is  F j c E E c j F  palindrome?,1
Is  m u y V J O O Y C C J V y u m  palindrome?,0
Is  W a T Y T x f H M T a W  palindrome?,0
Is  D F G G F D  palindrome?,1
Is  W p k B k p W  palindrome?,1
Is  f Q n  palindrome?,0
Is  g f f g  palindrome?,1
Is  x q f S w Z Z w S f q x  palindrome?,1
Is  J c H H B V V k J  palindrome?,0
Is  X O u y A O y u O X  palindrome?,0
Is  T e K H H K e T  palindrome?,1
Is  c X U H P D H U X c  palindrome?,0
Is  p d k W P u w c D K s l p  palindrome?,0
Is  r m m r  palindrome?,1
Is  Q n B B E w S B B n Q  palindrome?,0
Is  w G X U e  palindrome?,0
Is  R C R  palindrome?,1
Is  E a r N M H H M N r a E  palindrome?,1
Is  w P t B W Y W B t P w  palindrome?,1
Is  X w w O D K Y Y R O w w X  palindrome?,0
Is  l J v r X z d X l  palindrome?,0
Is  J H c z X R q y F X z c H J  palindrome?,0
Is  S N h n C s I W a C n h N S  palindrome?,0
Is  Q I C P w k s e D Q W Q  palindrome?,0
Is  e i j D o D j i e  palindrome?,1
Is  G p B k e k B p G  palindrome?,1
Is  s S Z G s  palindrome?,0
Is  A G D J X R U O  palindrome?,0
Is  H f f H  palindrome?,1
Is  B H t y t g t H B  palindrome?,0
Is  H K n Y H  palindrome?,0
Is  E D c k D E  palindrome?,0
Is  e k S s m  palindrome?,0
Is  o G i z v c a c v z i G o  palindrome?,1
Is  w R l K L A L K l R w  palindrome?,1
Is  G H W d d W H G  palindrome?,1
Is  t u N K h g W K o p K N u t  palindrome?,0
Is  Y X l X h F T p L l X Y  palindrome?,0
Is  u K U Y c  palindrome?,0
