text,label
Is 13934 an even number ?,1
Is 24 an odd number ?,0
Is 16967 an odd number ?,1
Is 9698 an odd number ?,0
Is 5462 an even number ?,1
Is 9957 an even number ?,0
Is 10591 an even number ?,0
Is 17006 an even number ?,1
Is 14621 an even number ?,0
Is 19699 an even number ?,0
Is 628 an even number ?,1
Is 14394 an odd number ?,0
Is 5775 an even number ?,0
Is 4339 an even number ?,0
Is 8593 an odd number ?,1
Is 17256 an odd number ?,0
Is 16908 an even number ?,1
Is 17113 an odd number ?,1
Is 14888 an odd number ?,0
Is 15248 an even number ?,1
Is 3785 an odd number ?,1
Is 11640 an odd number ?,0
Is 3454 an odd number ?,0
Is 10694 an odd number ?,0
Is 19354 an odd number ?,0
Is 1290 an odd number ?,0
Is 12966 an odd number ?,0
Is 9627 an odd number ?,1
Is 19693 an even number ?,0
Is 1033 an odd number ?,1
Is 11351 an even number ?,0
Is 16715 an odd number ?,1
Is 19314 an odd number ?,0
Is 12350 an odd number ?,0
Is 16660 an even number ?,1
Is 19811 an odd number ?,1
Is 8843 an odd number ?,1
Is 19946 an odd number ?,0
Is 15810 an even number ?,1
Is 2758 an odd number ?,0
Is 2022 an even number ?,1
Is 11897 an odd number ?,1
Is 12205 an odd number ?,1
Is 11135 an odd number ?,1
Is 19790 an odd number ?,0
Is 1502 an even number ?,1
Is 19049 an even number ?,0
Is 3690 an even number ?,1
Is 4000 an even number ?,1
Is 10090 an odd number ?,0
Is 1313 an odd number ?,1
Is 10072 an even number ?,1
Is 736 an odd number ?,0
Is 12262 an odd number ?,0
Is 19741 an odd number ?,1
Is 2890 an odd number ?,0
Is 2369 an even number ?,0
Is 7587 an even number ?,0
Is 17143 an even number ?,0
Is 9057 an even number ?,0
Is 15591 an even number ?,0
Is 14531 an odd number ?,1
Is 5606 an odd number ?,0
Is 17429 an odd number ?,1
Is 15026 an even number ?,1
Is 9819 an even number ?,0
Is 111 an odd number ?,1
Is 15135 an even number ?,0
Is 8566 an even number ?,1
Is 7980 an odd number ?,0
Is 18175 an even number ?,0
Is 4764 an odd number ?,0
Is 11963 an even number ?,0
Is 10765 an odd number ?,1
Is 19786 an even number ?,1
Is 16788 an odd number ?,0
Is 7752 an even number ?,1
Is 4234 an even number ?,1
Is 11839 an odd number ?,1
Is 16839 an even number ?,0
Is 1143 an odd number ?,1
Is 15089 an even number ?,0
Is 13689 an odd number ?,1
Is 2774 an even number ?,1
Is 2218 an odd number ?,0
Is 307 an even number ?,0
Is 12004 an odd number ?,0
Is 9276 an odd number ?,0
Is 15532 an odd number ?,0
Is 112 an even number ?,1
Is 13551 an even number ?,0
Is 5801 an even number ?,0
Is 12388 an even number ?,1
Is 9348 an even number ?,1
Is 10307 an odd number ?,1
Is 3555 an odd number ?,1
Is 10494 an odd number ?,0
Is 17643 an even number ?,0
Is 7425 an even number ?,0
Is 15884 an even number ?,1
Is 3539 an odd number ?,1
Is 11516 an even number ?,1
Is 3756 an even number ?,1
Is 7115 an odd number ?,1
Is 5604 an odd number ?,0
Is 10983 an odd number ?,1
Is 14742 an odd number ?,0
Is 15773 an odd number ?,1
Is 11284 an odd number ?,0
Is 13842 an even number ?,1
Is 9686 an even number ?,1
Is 5750 an even number ?,1
Is 12096 an even number ?,1
Is 9507 an even number ?,0
Is 327 an odd number ?,1
Is 13671 an odd number ?,1
Is 715 an odd number ?,1
Is 6152 an odd number ?,0
Is 3538 an odd number ?,0
Is 5899 an odd number ?,1
Is 684 an even number ?,1
Is 7789 an odd number ?,1
Is 15859 an odd number ?,1
Is 18930 an even number ?,1
Is 17153 an even number ?,0
Is 2172 an even number ?,1
Is 16837 an odd number ?,1
Is 3486 an even number ?,1
Is 17337 an odd number ?,1
Is 17639 an even number ?,0
Is 4673 an even number ?,0
Is 13146 an even number ?,1
Is 5683 an even number ?,0
Is 927 an odd number ?,1
Is 3934 an odd number ?,0
Is 12346 an even number ?,1
Is 5180 an even number ?,1
Is 15741 an even number ?,0
Is 730 an even number ?,1
Is 12313 an even number ?,0
Is 11295 an odd number ?,1
Is 7373 an odd number ?,1
Is 15254 an even number ?,1
Is 5504 an odd number ?,0
Is 10205 an odd number ?,1
Is 18871 an even number ?,0
Is 987 an odd number ?,1
Is 9785 an even number ?,0
Is 1424 an odd number ?,0
Is 6261 an odd number ?,1
Is 17009 an odd number ?,1
Is 11884 an odd number ?,0
Is 6670 an even number ?,1
Is 1037 an odd number ?,1
Is 8549 an odd number ?,1
Is 10797 an even number ?,0
Is 13508 an even number ?,1
Is 7287 an even number ?,0
Is 8502 an even number ?,1
Is 18491 an odd number ?,1
Is 15999 an odd number ?,1
Is 5560 an odd number ?,0
Is 11037 an odd number ?,1
Is 19659 an odd number ?,1
Is 11368 an odd number ?,0
Is 12907 an even number ?,0
Is 14066 an even number ?,1
Is 13355 an even number ?,0
Is 10267 an even number ?,0
Is 8082 an odd number ?,0
Is 6738 an even number ?,1
Is 9696 an even number ?,1
Is 16094 an odd number ?,0
Is 808 an even number ?,1
Is 3689 an even number ?,0
Is 3646 an even number ?,1
Is 12072 an odd number ?,0
Is 7452 an odd number ?,0
Is 18998 an odd number ?,0
Is 14393 an even number ?,0
Is 7408 an odd number ?,0
Is 4054 an even number ?,1
Is 1392 an odd number ?,0
Is 19220 an even number ?,1
Is 14941 an even number ?,0
Is 10524 an odd number ?,0
Is 8557 an even number ?,0
Is 416 an even number ?,1
Is 15187 an odd number ?,1
Is 6007 an even number ?,0
Is 16913 an odd number ?,1
Is 15706 an even number ?,1
Is 17942 an odd number ?,0
Is 839 an even number ?,0
Is 2918 an odd number ?,0
Is 19191 an odd number ?,1
Is 9909 an odd number ?,1
Is 9187 an even number ?,0
Is 9445 an odd number ?,1
Is 5688 an even number ?,1
Is 7548 an even number ?,1
Is 14289 an odd number ?,1
Is 485 an odd number ?,1
Is 1533 an odd number ?,1
Is 19342 an even number ?,1
Is 2272 an even number ?,1
Is 9590 an odd number ?,0
Is 2233 an even number ?,0
Is 660 an odd number ?,0
Is 9202 an even number ?,1
Is 19788 an odd number ?,0
Is 12655 an even number ?,0
Is 11810 an odd number ?,0
Is 1231 an odd number ?,1
Is 1397 an even number ?,0
Is 18309 an odd number ?,1
Is 5897 an odd number ?,1
Is 7622 an odd number ?,0
Is 2251 an even number ?,0
Is 9653 an even number ?,0
Is 10274 an even number ?,1
Is 25 an even number ?,0
Is 14181 an odd number ?,1
Is 13090 an odd number ?,0
Is 4795 an odd number ?,1
Is 10585 an odd number ?,1
Is 13718 an odd number ?,0
Is 1677 an odd number ?,1
Is 13603 an odd number ?,1
Is 14614 an odd number ?,0
Is 8117 an odd number ?,1
Is 10372 an odd number ?,0
Is 7834 an even number ?,1
Is 12091 an even number ?,0
Is 17146 an even number ?,1
Is 13124 an odd number ?,0
Is 15447 an odd number ?,1
Is 15718 an even number ?,1
Is 2110 an even number ?,1
Is 16684 an odd number ?,0
Is 1541 an odd number ?,1
Is 15428 an even number ?,1
Is 10242 an even number ?,1
Is 11582 an even number ?,1
Is 3684 an odd number ?,0
Is 9622 an even number ?,1
Is 14173 an odd number ?,1
Is 8709 an odd number ?,1
Is 15800 an even number ?,1
Is 1907 an odd number ?,1
Is 12089 an even number ?,0
Is 5442 an even number ?,1
Is 18373 an even number ?,0
Is 8865 an even number ?,0
Is 12175 an odd number ?,1
Is 1111 an even number ?,0
Is 14334 an even number ?,1
Is 1420 an odd number ?,0
Is 8057 an even number ?,0
Is 1805 an odd number ?,1
Is 3096 an odd number ?,0
Is 19023 an even number ?,0
Is 19714 an odd number ?,0
Is 6246 an even number ?,1
Is 11509 an even number ?,0
Is 17084 an even number ?,1
Is 13613 an odd number ?,1
Is 9328 an even number ?,1
Is 10677 an even number ?,0
Is 17845 an odd number ?,1
Is 11733 an odd number ?,1
Is 3292 an even number ?,1
Is 12077 an even number ?,0
Is 13642 an even number ?,1
Is 14796 an even number ?,1
Is 7224 an even number ?,1
Is 11724 an odd number ?,0
Is 16583 an even number ?,0
Is 17381 an even number ?,0
Is 1149 an even number ?,0
Is 148 an odd number ?,0
Is 8213 an odd number ?,1
Is 18875 an odd number ?,1
Is 17 an even number ?,0
Is 17837 an odd number ?,1
Is 3940 an odd number ?,0
Is 14476 an odd number ?,0
Is 7382 an even number ?,1
Is 14558 an odd number ?,0
Is 7311 an odd number ?,1
Is 16973 an odd number ?,1
Is 16207 an odd number ?,1
Is 3491 an even number ?,0
Is 13168 an odd number ?,0
Is 14051 an even number ?,0
Is 10882 an even number ?,1
Is 16591 an even number ?,0
Is 482 an odd number ?,0
Is 4941 an odd number ?,1
Is 17588 an odd number ?,0
Is 37 an odd number ?,1
Is 17844 an even number ?,1
Is 2293 an odd number ?,1
Is 744 an even number ?,1
Is 1912 an odd number ?,0
Is 2722 an even number ?,1
Is 3137 an odd number ?,1
Is 18514 an even number ?,1
Is 18767 an even number ?,0
Is 12816 an odd number ?,0
Is 14777 an even number ?,0
Is 18706 an odd number ?,0
Is 12721 an odd number ?,1
Is 12718 an odd number ?,0
Is 1638 an odd number ?,0
Is 5185 an odd number ?,1
Is 4546 an odd number ?,0
Is 16743 an even number ?,0
Is 9051 an even number ?,0
Is 5759 an even number ?,0
Is 15839 an even number ?,0
Is 18814 an odd number ?,0
Is 12798 an odd number ?,0
Is 14184 an odd number ?,0
Is 16384 an even number ?,1
Is 17603 an even number ?,0
Is 2615 an even number ?,0
Is 8442 an even number ?,1
Is 19910 an even number ?,1
Is 18375 an odd number ?,1
Is 12626 an even number ?,1
Is 11241 an odd number ?,1
Is 16665 an odd number ?,1
Is 19213 an even number ?,0
Is 6621 an even number ?,0
Is 1334 an odd number ?,0
Is 17462 an odd number ?,0
Is 15249 an even number ?,0
Is 4920 an odd number ?,0
Is 11379 an odd number ?,1
Is 14682 an odd number ?,0
Is 8760 an even number ?,1
Is 6899 an even number ?,0
Is 2349 an even number ?,0
Is 18592 an even number ?,1
Is 1396 an odd number ?,0
Is 12128 an odd number ?,0
Is 5755 an odd number ?,1
Is 13510 an even number ?,1
Is 10638 an odd number ?,0
Is 15386 an odd number ?,0
Is 18944 an even number ?,1
Is 13385 an even number ?,0
Is 11287 an odd number ?,1
Is 14931 an odd number ?,1
Is 18012 an odd number ?,0
Is 10589 an even number ?,0
Is 64 an even number ?,1
Is 8235 an even number ?,0
Is 1660 an odd number ?,0
Is 6404 an even number ?,1
Is 16052 an even number ?,1
Is 8142 an odd number ?,0
Is 17251 an odd number ?,1
Is 2860 an even number ?,1
Is 3074 an even number ?,1
Is 18711 an even number ?,0
Is 1321 an odd number ?,1
Is 12750 an even number ?,1
Is 19633 an even number ?,0
Is 14551 an even number ?,0
Is 19751 an even number ?,0
Is 14154 an odd number ?,0
Is 11302 an odd number ?,0
Is 2675 an odd number ?,1
Is 14385 an odd number ?,1
Is 12683 an even number ?,0
Is 14657 an odd number ?,1
Is 4529 an odd number ?,1
Is 16764 an odd number ?,0
Is 3048 an odd number ?,0
Is 5198 an even number ?,1
Is 2295 an odd number ?,1
Is 12733 an odd number ?,1
Is 10364 an even number ?,1
Is 9848 an even number ?,1
Is 1202 an odd number ?,0
Is 10437 an even number ?,0
Is 9341 an even number ?,0
Is 14111 an odd number ?,1
Is 2040 an odd number ?,0
Is 14873 an odd number ?,1
Is 7861 an even number ?,0
Is 1481 an even number ?,0
Is 9636 an even number ?,1
Is 11196 an odd number ?,0
Is 3212 an odd number ?,0
Is 19921 an even number ?,0
Is 9775 an even number ?,0
Is 1432 an odd number ?,0
Is 5001 an even number ?,0
Is 18459 an even number ?,0
Is 5617 an odd number ?,1
Is 15474 an even number ?,1
Is 1730 an odd number ?,0
Is 18722 an odd number ?,0
Is 15963 an odd number ?,1
Is 1024 an odd number ?,0
Is 13741 an even number ?,0
Is 13503 an odd number ?,1
Is 9788 an even number ?,1
Is 16565 an even number ?,0
Is 12191 an odd number ?,1
Is 6629 an even number ?,0
Is 2945 an even number ?,0
Is 4861 an odd number ?,1
Is 9612 an odd number ?,0
Is 10785 an even number ?,0
Is 6520 an odd number ?,0
Is 15293 an even number ?,0
Is 12937 an odd number ?,1
Is 15544 an odd number ?,0
Is 9286 an odd number ?,0
Is 17333 an even number ?,0
Is 5411 an even number ?,0
Is 8642 an odd number ?,0
Is 13720 an even number ?,1
Is 14951 an even number ?,0
Is 15001 an even number ?,0
Is 9910 an odd number ?,0
Is 13352 an odd number ?,0
Is 16208 an odd number ?,0
Is 4818 an odd number ?,0
Is 12509 an odd number ?,1
Is 5697 an odd number ?,1
Is 11446 an even number ?,1
Is 287 an even number ?,0
Is 5276 an even number ?,1
Is 10969 an even number ?,0
Is 3992 an even number ?,1
Is 6876 an odd number ?,0
Is 12468 an even number ?,1
Is 3969 an even number ?,0
Is 8535 an odd number ?,1
Is 11478 an odd number ?,0
Is 452 an odd number ?,0
Is 2972 an odd number ?,0
Is 4152 an odd number ?,0
Is 4197 an odd number ?,1
Is 5712 an odd number ?,0
Is 2709 an even number ?,0
Is 10897 an odd number ?,1
Is 2896 an odd number ?,0
Is 6950 an odd number ?,0
Is 554 an even number ?,1
Is 100 an even number ?,1
Is 1587 an odd number ?,1
Is 14865 an odd number ?,1
Is 13536 an odd number ?,0
Is 6681 an even number ?,0
Is 3842 an even number ?,1
Is 13901 an odd number ?,1
Is 9671 an odd number ?,1
Is 5561 an odd number ?,1
Is 5007 an odd number ?,1
Is 3174 an even number ?,1
Is 10900 an odd number ?,0
Is 17703 an even number ?,0
Is 13469 an even number ?,0
Is 7162 an odd number ?,0
Is 293 an odd number ?,1
Is 10002 an odd number ?,0
Is 2127 an even number ?,0
Is 14213 an even number ?,0
Is 16560 an even number ?,1
Is 16882 an even number ?,1
Is 4331 an odd number ?,1
Is 17833 an odd number ?,1
Is 12723 an even number ?,0
Is 15367 an even number ?,0
Is 18208 an even number ?,1
Is 19120 an odd number ?,0
Is 6820 an odd number ?,0
Is 7038 an even number ?,1
Is 11271 an odd number ?,1
Is 880 an even number ?,1
Is 6016 an odd number ?,0
Is 11423 an even number ?,0
Is 10561 an even number ?,0
Is 2814 an odd number ?,0
Is 2618 an odd number ?,0
Is 13153 an even number ?,0
Is 5891 an even number ?,0
Is 17160 an even number ?,1
Is 15051 an even number ?,0
Is 4783 an even number ?,0
Is 14902 an odd number ?,0
Is 4906 an even number ?,1
Is 3391 an odd number ?,1
Is 3166 an even number ?,1
Is 15220 an even number ?,1
Is 8867 an even number ?,0
Is 368 an odd number ?,0
Is 250 an even number ?,1
Is 10917 an odd number ?,1
Is 14895 an even number ?,0
Is 3841 an odd number ?,1
Is 4972 an even number ?,1
Is 14972 an even number ?,1
Is 2780 an odd number ?,0
Is 12116 an even number ?,1
Is 10588 an even number ?,1
Is 18121 an even number ?,0
Is 14525 an even number ?,0
Is 10404 an even number ?,1
Is 4618 an even number ?,1
Is 19887 an odd number ?,1
Is 10414 an odd number ?,0
Is 10528 an odd number ?,0
Is 5716 an odd number ?,0
Is 19878 an odd number ?,0
Is 17361 an odd number ?,1
Is 1429 an odd number ?,1
Is 12211 an odd number ?,1
Is 2698 an even number ?,1
Is 8056 an odd number ?,0
Is 17558 an even number ?,1
Is 3803 an odd number ?,1
Is 15265 an odd number ?,1
Is 17300 an odd number ?,0
Is 1757 an even number ?,0
Is 7400 an odd number ?,0
Is 514 an odd number ?,0
Is 8192 an even number ?,1
Is 19574 an even number ?,1
Is 16502 an even number ?,1
Is 14435 an odd number ?,1
Is 14619 an odd number ?,1
Is 16409 an even number ?,0
Is 9400 an even number ?,1
Is 4480 an even number ?,1
Is 9904 an even number ?,1
Is 19144 an odd number ?,0
Is 7380 an even number ?,1
Is 12348 an even number ?,1
Is 10189 an even number ?,0
Is 9200 an odd number ?,0
Is 2769 an even number ?,0
Is 19420 an odd number ?,0
Is 1289 an odd number ?,1
Is 13034 an even number ?,1
Is 10078 an even number ?,1
Is 6395 an odd number ?,1
Is 12949 an even number ?,0
Is 16904 an odd number ?,0
Is 7459 an even number ?,0
Is 3106 an even number ?,1
Is 3150 an odd number ?,0
Is 4461 an odd number ?,1
Is 5837 an even number ?,0
Is 13959 an odd number ?,1
Is 5482 an odd number ?,0
Is 16736 an even number ?,1
Is 5012 an odd number ?,0
Is 14731 an odd number ?,1
Is 19710 an even number ?,1
Is 6882 an odd number ?,0
Is 5233 an odd number ?,1
Is 7767 an odd number ?,1
Is 11366 an odd number ?,0
Is 9610 an even number ?,1
Is 3076 an even number ?,1
Is 19687 an even number ?,0
Is 8120 an odd number ?,0
Is 7340 an even number ?,1
Is 7677 an odd number ?,1
Is 2281 an even number ?,0
Is 14109 an odd number ?,1
Is 17824 an even number ?,1
Is 8985 an even number ?,0
Is 11232 an even number ?,1
Is 14019 an even number ?,0
Is 2398 an even number ?,1
Is 994 an even number ?,1
Is 18889 an even number ?,0
Is 10734 an even number ?,1
Is 16786 an odd number ?,0
Is 7077 an odd number ?,1
Is 2101 an odd number ?,1
Is 16721 an odd number ?,1
Is 8376 an odd number ?,0
Is 924 an odd number ?,0
Is 9280 an odd number ?,0
Is 10386 an even number ?,1
Is 17016 an odd number ?,0
Is 16232 an even number ?,1
Is 13167 an odd number ?,1
Is 3559 an odd number ?,1
Is 19260 an even number ?,1
Is 8729 an odd number ?,1
Is 718 an odd number ?,0
Is 12746 an even number ?,1
Is 7492 an odd number ?,0
Is 9814 an odd number ?,0
Is 829 an odd number ?,1
Is 14750 an odd number ?,0
Is 17720 an even number ?,1
Is 8579 an even number ?,0
Is 14424 an odd number ?,0
Is 1262 an odd number ?,0
Is 17432 an even number ?,1
Is 8942 an even number ?,1
Is 15702 an odd number ?,0
Is 5872 an even number ?,1
Is 12408 an even number ?,1
Is 13956 an odd number ?,0
Is 6962 an even number ?,1
Is 17538 an even number ?,1
Is 14353 an even number ?,0
Is 8473 an even number ?,0
Is 11697 an odd number ?,1
Is 9166 an even number ?,1
Is 805 an odd number ?,1
Is 1776 an odd number ?,0
Is 15631 an odd number ?,1
Is 1282 an even number ?,1
Is 18735 an even number ?,0
Is 5998 an odd number ?,0
Is 14715 an odd number ?,1
Is 10802 an even number ?,1
Is 15397 an even number ?,0
Is 10225 an odd number ?,1
Is 4276 an odd number ?,0
Is 15294 an even number ?,1
Is 5499 an even number ?,0
Is 5651 an even number ?,0
Is 6645 an odd number ?,1
Is 5069 an even number ?,0
Is 14275 an odd number ?,1
Is 18190 an even number ?,1
Is 8872 an odd number ?,0
Is 441 an odd number ?,1
Is 7076 an even number ?,1
Is 9 an odd number ?,1
Is 15865 an even number ?,0
Is 4559 an even number ?,0
Is 1670 an even number ?,1
Is 963 an odd number ?,1
Is 2294 an odd number ?,0
Is 13736 an odd number ?,0
Is 11849 an even number ?,0
Is 9414 an even number ?,1
Is 273 an even number ?,0
Is 1768 an odd number ?,0
Is 5440 an odd number ?,0
Is 8495 an odd number ?,1
Is 8250 an even number ?,1
Is 9053 an odd number ?,1
Is 1486 an even number ?,1
Is 18605 an odd number ?,1
Is 19832 an even number ?,1
Is 11911 an even number ?,0
Is 1153 an odd number ?,1
Is 3977 an odd number ?,1
Is 19394 an even number ?,1
Is 6122 an even number ?,1
Is 7646 an even number ?,1
Is 11063 an odd number ?,1
Is 11291 an odd number ?,1
Is 10144 an even number ?,1
Is 15979 an even number ?,0
Is 6382 an even number ?,1
Is 4275 an even number ?,0
Is 1616 an even number ?,1
Is 15233 an even number ?,0
Is 9997 an even number ?,0
Is 16265 an odd number ?,1
Is 6091 an even number ?,0
Is 10773 an even number ?,0
Is 4462 an odd number ?,0
Is 10381 an even number ?,0
Is 299 an odd number ?,1
Is 15775 an odd number ?,1
Is 19945 an odd number ?,1
Is 4772 an even number ?,1
Is 16729 an even number ?,0
Is 16374 an even number ?,1
Is 3369 an even number ?,0
Is 3316 an odd number ?,0
Is 8188 an odd number ?,0
Is 6248 an even number ?,1
Is 16627 an odd number ?,1
Is 6356 an even number ?,1
Is 2707 an even number ?,0
Is 16289 an odd number ?,1
Is 3990 an even number ?,1
Is 17210 an odd number ?,0
Is 1051 an even number ?,0
Is 9633 an odd number ?,1
Is 3393 an even number ?,0
Is 13837 an odd number ?,1
Is 4596 an odd number ?,0
Is 8199 an even number ?,0
Is 5584 an even number ?,1
Is 15902 an even number ?,1
Is 19930 an even number ?,1
Is 3825 an even number ?,0
Is 11749 an odd number ?,1
Is 18506 an even number ?,1
Is 8148 an odd number ?,0
Is 14921 an even number ?,0
Is 19777 an even number ?,0
Is 16383 an odd number ?,1
Is 4837 an even number ?,0
Is 16745 an even number ?,0
Is 1259 an odd number ?,1
Is 7329 an even number ?,0
Is 7027 an even number ?,0
Is 1778 an odd number ?,0
Is 9204 an odd number ?,0
Is 12669 an odd number ?,1
Is 2372 an odd number ?,0
Is 8543 an even number ?,0
Is 15305 an even number ?,0
Is 16018 an odd number ?,0
Is 18053 an even number ?,0
Is 18617 an odd number ?,1
Is 18985 an odd number ?,1
Is 1746 an odd number ?,0
Is 17417 an odd number ?,1
Is 14458 an odd number ?,0
Is 8125 an odd number ?,1
Is 859 an odd number ?,1
Is 13606 an even number ?,1
Is 16220 an even number ?,1
Is 16923 an even number ?,0
Is 278 an odd number ?,0
Is 3549 an even number ?,0
Is 1962 an odd number ?,0
Is 7240 an odd number ?,0
Is 3104 an odd number ?,0
Is 2428 an odd number ?,0
Is 461 an odd number ?,1
Is 15006 an odd number ?,0
Is 1577 an even number ?,0
Is 8652 an even number ?,1
Is 6986 an odd number ?,0
Is 6701 an odd number ?,1
Is 3873 an odd number ?,1
Is 12801 an even number ?,0
Is 8034 an odd number ?,0
Is 8581 an even number ?,0
Is 9284 an even number ?,1
Is 14382 an odd number ?,0
Is 10592 an odd number ?,0
Is 6619 an odd number ?,1
Is 7169 an odd number ?,1
Is 9597 an even number ?,0
Is 906 an even number ?,1
Is 1455 an even number ?,0
Is 8269 an odd number ?,1
Is 4119 an even number ?,0
Is 1770 an even number ?,1
Is 17104 an odd number ?,0
Is 14957 an odd number ?,1
Is 402 an even number ?,1
Is 1204 an odd number ?,0
Is 1546 an even number ?,1
Is 5678 an odd number ?,0
Is 2704 an even number ?,1
Is 18500 an even number ?,1
Is 13597 an even number ?,0
Is 3642 an even number ?,1
Is 5192 an odd number ?,0
Is 4048 an odd number ?,0
Is 6531 an odd number ?,1
Is 2126 an even number ?,1
Is 15325 an even number ?,0
Is 10850 an odd number ?,0
Is 13531 an even number ?,0
Is 9496 an even number ?,1
Is 10772 an even number ?,1
Is 13572 an even number ?,1
Is 12308 an odd number ?,0
Is 8712 an even number ?,1
Is 2620 an odd number ?,0
Is 5728 an even number ?,1
Is 656 an even number ?,1
Is 722 an even number ?,1
Is 9219 an even number ?,0
Is 850 an even number ?,1
Is 2011 an odd number ?,1
Is 17079 an odd number ?,1
Is 3220 an odd number ?,0
Is 2884 an odd number ?,0
Is 6317 an odd number ?,1
Is 10824 an even number ?,1
Is 19721 an even number ?,0
Is 5391 an even number ?,0
Is 9068 an odd number ?,0
Is 12021 an even number ?,0
Is 7314 an even number ?,1
Is 13371 an odd number ?,1
Is 11675 an odd number ?,1
Is 16841 an odd number ?,1
Is 17388 an even number ?,1
Is 13245 an odd number ?,1
Is 16242 an even number ?,1
Is 19369 an even number ?,0
Is 8351 an odd number ?,1
Is 8874 an even number ?,1
Is 16115 an even number ?,0
Is 7960 an odd number ?,0
Is 7588 an odd number ?,0
Is 8347 an odd number ?,1
Is 2417 an odd number ?,1
Is 3320 an odd number ?,0
Is 7914 an odd number ?,0
Is 2964 an odd number ?,0
Is 9944 an odd number ?,0
Is 8828 an even number ?,1
Is 12204 an even number ?,1
Is 12289 an odd number ?,1
Is 12980 an odd number ?,0
Is 11259 an even number ?,0
Is 9787 an odd number ?,1
Is 9144 an odd number ?,0
Is 1036 an even number ?,1
Is 9412 an even number ?,1
Is 9829 an even number ?,0
Is 4140 an odd number ?,0
Is 4826 an even number ?,1
Is 5634 an odd number ?,0
Is 17250 an even number ?,1
Is 1582 an even number ?,1
Is 12090 an odd number ?,0
Is 1176 an odd number ?,0
Is 16282 an even number ?,1
Is 46 an even number ?,1
Is 4865 an even number ?,0
Is 14697 an odd number ?,1
Is 10732 an odd number ?,0
Is 12449 an odd number ?,1
Is 13047 an even number ?,0
Is 5715 an odd number ?,1
Is 12221 an even number ?,0
Is 952 an even number ?,1
